x,y,z,color
0,0,0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.002662682920755209,0.002662682920755209,0.002662682920755209,0
0.019679417267030104,0.019679417267030104,0.019679417267030104,0
0.06407178485197293,0.06407178485197293,0.06407178485197293,0
0.14782857128265436,0.14782857128265436,0.14782857128265436,0
0.28165168267148044,0.28165168267148044,0.28165168267148044,0
0.4748376377684337,0.4748376377684337,0.4748376377684337,0
0.7352762318450545,0.7352762318450545,0.7352762318450545,0
1.0695325352970864,1.0695325352970864,1.0695325352970864,0
1.4829749644106498,1.4829749644106498,1.4829749644106498,0
1.979917431861454,1.979917431861454,1.979917431861454,0
2.5637529319090566,2.5637529319090566,2.5637529319090566,0
3.2370655633448617,3.2370655633448617,3.2370655633448617,0
4.001715811152599,4.001715811152599,4.001715811152599,0
4.858899224367532,4.858899224367532,4.858899224367532,0
5.809181664215285,5.809181664215285,5.809181664215285,0
6.8525156386728705,6.8525156386728705,6.8525156386728705,0
7.988242501413691,7.988242501413691,7.988242501413691,0
9.215084966380719,9.215084966380719,9.215084966380719,0
10.531133809051497,10.531133809051497,10.531133809051497,0
11.933831991781265,11.933831991781265,11.933831991781265,0
13.419958866157966,13.419958866157966,13.419958866157966,0
14.987293199331162,14.987293199331162,14.987293199331162,0
16.640822665254987,16.640822665254987,16.640822665254987,0
18.3857969664825,18.3857969664825,18.3857969664825,0
20.230017459857333,20.230017459857333,20.230017459857333,0
22.18172121807521,22.18172121807521,22.18172121807521,0
24.244994468313322,24.244994468313322,24.244994468313322,0
26.421133802962025,26.421133802962025,26.421133802962025,0
28.7100946676947,28.7100946676947,28.7100946676947,0
31.11163437103014,31.11163437103014,31.11163437103014,0
33.62610266457641,33.62610266457641,33.62610266457641,0
36.25490479622238,36.25490479622238,36.25490479622238,0
39.00062611292435,39.00062611292435,39.00062611292435,0
41.86701469186361,41.86701469186361,41.86701469186361,0
44.85886949782759,44.85886949782759,44.85886949782759,0
47.98188756158464,47.98188756158464,47.98188756158464,0
51.242504002426216,51.242504002426216,51.242504002426216,0
54.64774372640575,54.64774372640575,54.64774372640575,0
58.20509335653939,58.20509335653939,58.20509335653939,0
61.92239454947811,61.92239454947811,61.92239454947811,0
65.80775072938856,65.80775072938856,65.80775072938856,0
69.86939051307044,69.86939051307044,69.86939051307044,0
74.11360516840452,74.11360516840452,74.11360516840452,0
78.53341902530664,78.53341902530664,78.53341902530664,0
83.11310301988844,83.11310301988844,83.11310301988844,0
87.83643374624216,87.83643374624216,87.83643374624216,0
92.68758062083229,92.68758062083229,92.68758062083229,0
97.65145283565003,97.65145283565003,97.65145283565003,0
102.71394443880162,102.71394443880162,102.71394443880162,0
107.86210030576197,107.86210030576197,107.86210030576197,0
113.08421286429316,113.08421286429316,113.08421286429316,0
118.36985977003731,118.36985977003731,118.36985977003731,0
123.70989360841362,123.70989360841362,123.70989360841362,0
129.09639475217412,129.09639475217412,129.09639475217412,0
134.52259775919697,134.52259775919697,134.52259775919697,0
139.98280042042663,139.98280042042663,139.98280042042663,0
145.47226303589184,145.47226303589184,145.47226303589184,0
150.9871039211639,150.9871039211639,150.9871039211639,0
156.52419567131665,156.52419567131665,156.52419567131665,0
162.08106541639813,162.08106541639813,162.08106541639813,0
167.65580122626446,167.65580122626446,167.65580122626446,0
173.2469659655923,173.2469659655923,173.2469659655923,0
178.85351924458595,178.85351924458595,178.85351924458595,0
184.4747476299682,184.4747476299682,184.4747476299682,0
190.11023109698414,190.11023109698414,190.11023109698414,0
195.76021551290717,195.76021551290717,195.76021551290717,0
201.42532156893824,201.42532156893824,201.42532156893824,0
207.10606554551842,207.10606554551842,207.10606554551842,0
212.80285774242864,212.80285774242864,212.80285774242864,0
218.51601383823154,218.51601383823154,218.51601383823154,0
224.24576508711772,224.24576508711772,224.24576508711772,0
229.99226748624287,229.99226748624287,229.99226748624287,0
235.75561002868812,235.75561002868812,235.75561002868812,0
241.53582214202478,241.53582214202478,241.53582214202478,0
247.33288039962534,247.33288039962534,247.33288039962534,0
253.14671458094753,253.14671458094753,253.14671458094753,0
258.97721314769774,258.97721314769774,258.97721314769774,0
264.82422819479757,264.82422819479757,264.82422819479757,0
270.68757992821253,270.68757992821253,270.68757992821253,0
276.5670607157772,276.5670607157772,276.5670607157772,0
282.4624387520257,282.4624387520257,282.4624387520257,0
288.3734613735783,288.3734613735783,288.3734613735783,0
294.2998580577501,294.2998580577501,294.2998580577501,0
300.24134313365187,300.24134313365187,300.24134313365187,0
306.19761823207176,306.19761823207176,306.19761823207176,0
312.1683744978017,312.1683744978017,312.1683744978017,0
318.15329458575417,318.15329458575417,318.15329458575417,0
324.1520544601655,324.1520544601655,324.1520544601655,0
330.16432501435554,330.16432501435554,330.16432501435554,0
336.1897735268924,336.1897735268924,336.1897735268924,0
342.2280649685599,342.2280649685599,342.2280649685599,0
348.2788631732245,348.2788631732245,348.2788631732245,0
354.3418318845349,354.3418318845349,354.3418318845349,0
360.4166356893364,360.4166356893364,360.4166356893364,0
366.5029408477357,366.5029408477357,366.5029408477357,0
372.60041602889765,372.60041602889765,372.60041602889765,0
378.70869395013005,378.70869395013005,378.70869395013005,0
384.8269815280804,384.8269815280804,384.8269815280804,0
390.9542890288373,390.9542890288373,390.9542890288373,0
397.0896899393298,397.0896899393298,397.0896899393298,0
403.23231894017374,403.23231894017374,403.23231894017374,0
409.38137679564784,409.38137679564784,409.38137679564784,0
415.53613481549723,415.53613481549723,415.53613481549723,0
421.6958979337048,421.6958979337048,421.6958979337048,0
427.86000675676235,427.86000675676235,427.86000675676235,0
434.0278691913544,434.0278691913544,434.0278691913544,0
440.1989361082334,440.1989361082334,440.1989361082334,0
446.3726914456367,446.3726914456367,446.3726914456367,0
452.54865594047703,452.54865594047703,452.54865594047703,0
458.7263948845179,458.7263948845179,458.7263948845179,0
464.90548521653216,464.90548521653216,464.90548521653216,0
471.08555713353,471.08555713353,471.08555713353,0
477.26624514644294,477.26624514644294,477.26624514644294,0
483.44721834250066,483.44721834250066,483.44721834250066,0
489.6281699520478,489.6281699520478,489.6281699520478,0
495.8088059756991,495.8088059756991,495.8088059756991,0
501.9888524977692,501.9888524977692,501.9888524977692,0
508.16806722154513,508.16806722154513,508.16806722154513,0
514.3462250853398,514.3462250853398,514.3462250853398,0
520.5231019691644,520.5231019691644,520.5231019691644,0
526.6984872288716,526.6984872288716,526.6984872288716,0
532.8721841151078,532.8721841151078,532.8721841151078,0
539.0440149618935,539.0440149618935,539.0440149618935,0
545.2138031099415,545.2138031099415,545.2138031099415,0
551.3813824667402,551.3813824667402,551.3813824667402,0
557.5466000768563,557.5466000768563,557.5466000768563,0
563.7093121422048,563.7093121422048,563.7093121422048,0
569.8693768094715,569.8693768094715,569.8693768094715,0
576.0266558998395,576.0266558998395,576.0266558998395,0
582.1809813869635,582.1809813869635,582.1809813869635,0
588.3322159025203,588.3322159025203,588.3322159025203,0
594.480247260398,594.480247260398,594.480247260398,0
600.6249836711929,600.6249836711929,600.6249836711929,0
606.7663495196018,606.7663495196018,606.7663495196018,0
612.9042816490089,612.9042816490089,612.9042816490089,0
619.0387261015705,619.0387261015705,619.0387261015705,0
625.1696352659801,625.1696352659801,625.1696352659801,0
631.296965388844,631.296965388844,631.296965388844,0
637.4206744091482,637.4206744091482,637.4206744091482,0
643.5407200786543,643.5407200786543,643.5407200786543,0
649.6570583342024,649.6570583342024,649.6570583342024,0
655.7696418908134,655.7696418908134,655.7696418908134,0
661.8784190271805,661.8784190271805,661.8784190271805,0
667.983332537618,667.983332537618,667.983332537618,0
674.0843188267986,674.0843188267986,674.0843188267986,0
680.1813071256645,680.1813071256645,680.1813071256645,0
686.2742188087589,686.2742188087589,686.2742188087589,0
692.3629667948884,692.3629667948884,692.3629667948884,0
698.4474550145145,698.4474550145145,698.4474550145145,0
704.5275779285662,704.5275779285662,704.5275779285662,0
710.6032200845264,710.6032200845264,710.6032200845264,0
716.6742556965928,716.6742556965928,716.6742556965928,0
722.7405482375455,722.7405482375455,722.7405482375455,0
728.8019500305982,728.8019500305982,728.8019500305982,0
734.8583018300128,734.8583018300128,734.8583018300128,0
740.909432379598,740.909432379598,740.909432379598,0
746.9551579383808,746.9551579383808,746.9551579383808,0
752.9952817627625,752.9952817627625,752.9952817627625,0
759.0295935342841,759.0295935342841,759.0295935342841,0
765.0578687217701,765.0578687217701,765.0578687217701,0
771.079867866042,771.079867866042,771.079867866042,0
777.0953357745793,777.0953357745793,777.0953357745793,0
783.1040006124251,783.1040006124251,783.1040006124251,0
789.1055728742446,789.1055728742446,789.1055728742446,0
795.0997442207038,795.0997442207038,795.0997442207038,0
801.0861861601613,801.0861861601613,801.0861861601613,0
807.0645485539995,807.0645485539995,807.0645485539995,0
813.0344579206406,813.0344579206406,813.0344579206406,0
818.9955155092853,818.9955155092853,818.9955155092853,0
824.9472951094843,824.9472951094843,824.9472951094843,0
830.8893405566275,830.8893405566275,830.8893405566275,0
836.821162886001,836.821162886001,836.821162886001,0
842.7422370788714,842.7422370788714,842.7422370788714,0
848.6519983326602,848.6519983326602,848.6519983326602,0
854.5498377729909,854.5498377729909,854.5498377729909,0
860.4350975074717,860.4350975074717,860.4350975074717,0
866.307064898321,866.307064898321,866.307064898321,0
872.1649659018993,872.1649659018993,872.1649659018993,0
878.0079572857421,878.0079572857421,878.0079572857421,0
883.8351174848927,883.8351174848927,883.8351174848927,0
889.6454357950998,889.6454357950998,889.6454357950998,0
895.4377995148451,895.4377995148451,895.4377995148451,0
901.2109785326098,901.2109785326098,901.2109785326098,0
906.9636066974836,906.9636066974836,906.9636066974836,0
912.694159090821,912.694159090821,912.694159090821,0
918.4009240042573,918.4009240042573,918.4009240042573,0
924.0819679775412,924.0819679775412,924.0819679775412,0
929.7350915811218,929.7350915811218,929.7350915811218,0
935.3577726134483,935.3577726134483,935.3577726134483,0
940.9470917961144,940.9470917961144,940.9470917961144,0
946.4996334837869,946.4996334837869,946.4996334837869,0
952.0113495904752,952.0113495904752,952.0113495904752,0
957.4773673382851,957.4773673382851,957.4773673382851,0
962.8917073310395,962.8917073310395,962.8917073310395,0
968.2468505565943,968.2468505565943,968.2468505565943,0
973.5330334458666,973.5330334458666,973.5330334458666,0
978.7370116667036,978.7370116667036,978.7370116667036,0
983.8396773753592,983.8396773753592,983.8396773753592,0
988.8109090190103,988.8109090190103,988.8109090190103,0
993.1337351846796,993.1337351846796,993.1337351846796,1
993.1337351846796,993.1337351846796,993.1337351846796,0
997.7538599894751,997.7538599894751,997.7538599894751,0
1002.2380986875303,1002.2380986875303,1002.2380986875303,0
1006.6486365864909,1006.6486365864909,1006.6486365864909,0
1011.0367531208016,1011.0367531208016,1011.0367531208016,0
1015.4452091542731,1015.4452091542731,1015.4452091542731,0
1019.9061773581655,1019.9061773581655,1019.9061773581655,0
1024.4289146264482,1024.4289146264482,1024.4289146264482,0
1028.9924900375702,1028.9924900375702,1028.9924900375702,0
1033.5621638791933,1033.5621638791933,1033.5621638791933,0
1038.1026145102946,1038.1026145102946,1038.1026145102946,0
1042.5838380436537,1042.5838380436537,1042.5838380436537,0
1046.990403683334,1046.990403683334,1046.990403683334,0
1051.3371511650694,1051.3371511650694,1051.3371511650694,0
1055.656903312509,1055.656903312509,1055.656903312509,0
1059.9796120182925,1059.9796120182925,1059.9796120182925,0
1064.3224580553856,1064.3224580553856,1064.3224580553856,0
1068.6839699453712,1068.6839699453712,1068.6839699453712,0
1073.0460436406725,1073.0460436406725,1073.0460436406725,0
